year,ine_code,name,province_id,autonomous_region_id,population,debt,budget_line_amount,budget_line_amount_per_inhabitant,total_budget,total_budget_per_inhabitant
2015,39026,Corvera de Toranzo,39,6,2080,858000.0,132700.0,63.8,1919002.9,922.61
2015,44085,Cosa,44,2,57,0.0,,,138000.0,2421.05
2015,42068,Coscurita,42,7,92,0.0,,,84000.0,913.04
2015,28049,Coslada,28,13,86919,31922000.0,3699000.0,42.56,59697702.56,686.83
2015,27015,Cospeito,27,12,4827,2501000.0,108530.4,22.48,2548418.45,527.94
2015,7017,Costitx,7,4,1205,103000.0,,,0.0,0.0
2015,12049,Costur,12,10,550,0.0,,,317171.0,576.67
2015,50088,Cosuenda,50,2,396,403000.0,113699.93,287.12,756230.79,1909.68
2015,49055,Cotanes del Monte,49,7,117,0.0,,,92370.0,789.48
2015,46100,Cotes,46,10,357,120000.0,24000.0,67.23,278000.0,778.71
2015,2028,Cotillas,2,8,141,317000.0,,,0.0,0.0
2015,36012,Cotobade,36,12,4332,0.0,,,1868499.58,431.33
2015,42069,Covaleda,42,7,1779,174000.0,,,1128284.46,634.23
2015,9113,Covarrubias,9,7,585,113000.0,18500.0,31.62,681013.0,1164.13
2015,36013,Covelo,36,12,2617,0.0,116405.89,44.48,1487436.0,568.37
2015,12050,"Coves de Vinromà, les",12,10,1870,1124000.0,171000.0,91.44,1505312.98,804.98
2015,3058,Cox,3,10,7229,0.0,108000.0,14.94,4434700.0,613.46
2015,13037,Cózar,13,8,1092,935000.0,118500.0,108.52,1327000.0,1215.21
2015,40902,Cozuelos de Fuentidueña,40,7,134,0.0,2800.0,20.9,210300.0,1569.41
2015,36014,Crecente,36,12,2252,123000.0,24034.0,10.67,1361017.05,604.36
2015,43050,Creixell,43,9,3492,8207000.0,1113000.0,318.73,5112198.4,1463.98
2015,24060,Crémenes,24,7,589,0.0,2986.91,5.07,248589.83,422.05
2015,17058,Crespià,17,9,256,387000.0,42636.65,166.55,282889.66,1105.03
2015,5065,Crespos,5,7,526,0.0,,,0.0,0.0
2015,44086,Cretas,44,2,573,56000.0,15000.0,26.18,583000.0,1017.46
2015,3059,Crevillent,3,10,28465,5677000.0,1277557.11,44.88,23081350.46,810.86
2015,6041,Cristina,6,11,556,276000.0,,,0.0,0.0
2015,37112,Cristóbal,37,7,175,0.0,,,0.0,0.0
2015,44087,Crivillén,44,2,74,0.0,401.81,5.43,250100.0,3379.73
2015,17901,"Cruïlles, Monells i Sant Sadurní de l'Heura",17,9,1304,517000.0,61200.0,46.93,1069306.0,820.01
2015,10068,Cuacos de Yuste,10,11,865,0.0,,,942389.9,1089.47
2015,24061,Cuadros,24,7,1999,0.0,7826.55,3.92,870103.2,435.28
2015,32028,Cualedro,32,12,1840,0.0,4100.0,2.23,1255499.73,682.35
2015,50089,Cuarte de Huerva,50,2,12141,0.0,,,10569691.72,870.58
2015,44088,"Cuba, La",44,2,37,15000.0,3500.0,94.59,188405.0,5092.02
2015,28050,Cubas de la Sagra,28,13,5875,1368000.0,294290.76,50.09,4880206.65,830.68
2015,50090,Cubel,50,2,189,0.0,100.0,0.53,280300.0,1483.07
2015,8074,Cubelles,8,9,14420,3500000.0,797235.13,55.29,14542422.31,1008.49
2015,25079,Cubells,25,9,378,104000.0,28000.0,74.07,426035.89,1127.07
2015,42070,Cubilla,42,7,40,0.0,,,0.0,0.0
2015,34066,Cubillas de Cerrato,34,7,61,0.0,,,79720.0,1306.89
2015,24062,Cubillas de los Oteros,24,7,147,0.0,,,94000.0,639.46
2015,24063,Cubillas de Rueda,24,7,466,0.0,,,249170.0,534.69
2015,47057,Cubillas de Santa Marta,47,7,296,0.0,2150.0,7.26,265000.0,895.26
2015,40062,Cubillo,40,7,74,0.0,,,71710.03,969.06
2015,19102,"Cubillo de Uceda, El",19,8,145,0.0,200.0,1.38,163000.0,1124.14
2015,9114,Cubillo del Campo,9,7,100,0.0,,,266000.0,2660.0
2015,49056,Cubillos,49,7,322,0.0,,,177730.0,551.96
2015,24064,Cubillos del Sil,24,7,1821,0.0,,,3465525.0,1903.1
2015,44089,Cubla,44,2,54,0.0,,,113535.38,2102.5
2015,49057,Cubo de Benavente,49,7,116,0.0,,,127300.0,1097.42
2015,9115,Cubo de Bureba,9,7,103,0.0,,,126630.97,1229.43
2015,37113,"Cubo de Don Sancho, El",37,7,465,343000.0,57700.0,124.09,478308.72,1028.63
2015,42071,Cubo de la Solana,42,7,193,0.0,,,260430.0,1349.37
2015,49058,"Cubo de Tierra del Vino, El",49,7,355,55000.0,,,0.0,0.0
2015,44090,Cucalón,44,2,104,14000.0,7700.0,74.04,192300.0,1849.04
2015,33021,Cudillero,33,3,5210,5918000.0,353222.14,67.8,4371511.01,839.07
2015,49059,Cuelgamures,49,7,93,0.0,,,66000.0,709.68
2015,40063,Cuéllar,40,7,9477,3416000.0,449537.71,47.43,7366315.34,777.27
2015,16078,Cuenca,16,8,55428,61570000.0,7884968.59,142.26,45394872.13,819.0
2015,47058,Cuenca de Campos,47,7,243,85000.0,17833.21,73.39,209220.54,860.99
2015,50091,"Cuerlas, Las",50,2,50,0.0,,,138300.0,2766.0
2015,45055,Cuerva,45,8,1400,1061000.0,,,0.0,0.0
2015,41903,"Cuervo de Sevilla, El",41,1,8694,4025000.0,616264.1,70.88,4778659.1,549.65
2015,44092,"Cuervo, El",44,2,87,76000.0,,,0.0,0.0
2015,42073,Cueva de Ágreda,42,7,77,0.0,,,89041.0,1156.38
2015,9117,"Cueva de Roa, La",9,7,99,0.0,,,0.0,0.0
2015,16079,Cueva del Hierro,16,8,35,0.0,100.0,2.86,96800.0,2765.72
2015,29047,Cuevas Bajas,29,1,1431,61000.0,53900.0,37.67,842641.0,588.85
2015,44093,Cuevas de Almudén,44,2,140,0.0,,,0.0,0.0
2015,40905,Cuevas de Provanco,40,7,140,0.0,,,0.0,0.0
2015,9119,Cuevas de San Clemente,9,7,49,0.0,,,74550.0,1521.42
2015,29049,Cuevas de San Marcos,29,1,3884,810000.0,123545.23,31.81,2291790.01,590.07
2015,4035,Cuevas del Almanzora,4,1,13292,6841000.0,1788900.02,134.58,10476335.49,788.16
2015,29048,Cuevas del Becerro,29,1,1643,572000.0,129933.57,79.08,2196214.95,1336.71
2015,18912,Cuevas del Campo,18,1,1882,1846000.0,124000.0,65.89,1956246.0,1039.46
2015,5066,Cuevas del Valle,5,7,516,317000.0,73460.0,142.36,453553.0,878.97
2015,44094,Cuevas Labradas,44,2,123,0.0,2250.0,18.29,176654.0,1436.21
2015,12051,Culla,12,10,535,521000.0,,,0.0,0.0
2015,18056,Cúllar,18,1,4351,1122000.0,57760.0,13.28,2580926.0,593.19
2015,18057,Cúllar Vega,18,1,7128,4815000.0,568617.97,79.77,3662074.31,513.76
2015,46105,Cullera,46,10,22236,32467000.0,3897000.0,175.26,26603000.0,1196.39
2015,15031,Culleredo,15,12,29593,3092000.0,1223529.83,41.35,19479126.48,658.25
2015,10069,"Cumbre, La",10,11,914,0.0,1000.0,1.09,633876.03,693.51
2015,21027,Cumbres de Enmedio,21,1,54,0.0,,,0.0,0.0
2015,21028,Cumbres de San Bartolomé,21,1,421,311000.0,45502.92,108.08,475445.2,1129.33
2015,21029,Cumbres Mayores,21,1,1848,744000.0,164376.49,88.95,1619912.89,876.59
2015,43051,Cunit,43,9,11883,29089000.0,3885000.0,326.94,20307028.78,1708.92
2015,36015,Cuntis,36,12,4878,0.0,94708.71,19.42,2771682.0,568.2
2015,47059,Curiel de Duero,47,7,111,0.0,,,169000.0,1522.53
2015,15032,Curtis,15,12,4015,0.0,,,4038501.77,1005.85
2015,29050,Cútar,29,1,605,85000.0,45210.12,74.73,918506.84,1518.2
2015,26056,Cuzcurrita de Río Tirón,26,17,507,585000.0,107428.82,211.89,1162509.25,2292.91
2015,28053,Daganzo de Arriba,28,13,9919,7777000.0,1520000.0,153.24,8330390.65,839.84
2015,13039,Daimiel,13,8,18577,17466000.0,2175000.0,117.08,17459000.0,939.82
2015,46113,Daimús,46,10,3054,1045000.0,181492.36,59.43,3159136.6,1034.42
2015,4038,Dalías,4,1,3979,3390000.0,737104.72,185.25,2996412.41,753.06
2015,17060,Darnius,17,9,554,0.0,3000.0,5.42,673733.76,1216.13
2015,50094,Daroca,50,2,2113,1827000.0,203399.27,96.26,2241178.58,1060.67
2015,26057,Daroca de Rioja,26,17,54,0.0,2000.0,37.04,340141.5,6298.92
2015,18063,Darro,18,1,1545,174000.0,3148.54,2.04,1001305.62,648.09
2015,17061,Das,17,9,222,0.0,,,607800.0,2737.84
2015,3061,Daya Nueva,3,10,1732,1129000.0,154079.91,88.96,1642941.46,948.58
2015,3062,Daya Vieja,3,10,668,2846000.0,264709.01,396.27,588688.33,881.27
2015,20029,Deba,20,16,5463,1958000.0,,,0.0,0.0
2015,33022,Degaña,33,3,1082,0.0,6153.0,5.69,808845.0,747.55
2015,34067,Dehesa de Montejo,34,7,136,0.0,,,0.0,0.0
2015,34068,Dehesa de Romanos,34,7,34,0.0,,,0.0,0.0
2015,18064,Dehesas de Guadix,18,1,454,0.0,,,517225.0,1139.26
2015,18065,Dehesas Viejas,18,1,783,155000.0,17625.96,22.51,495828.82,633.24
2015,7018,Deià,7,4,713,0.0,57433.19,80.55,1770752.94,2483.52
2015,18066,Deifontes,18,1,2624,141000.0,58854.29,22.43,1454800.31,554.42
2015,10070,Deleitosa,10,11,775,0.0,2500.0,3.23,707446.17,912.84
2015,43901,Deltebre,43,9,11676,7899000.0,1237000.0,105.94,12954258.0,1109.47
2015,3063,Dénia,3,10,41553,29320000.0,4195000.0,100.96,47649428.85,1146.72
2015,48901,Derio,48,16,6022,0.0,,,0.0,0.0
2015,10071,Descargamaría,10,11,147,0.0,,,223090.58,1517.63
2015,31079,Desojo,31,15,81,130000.0,,,0.0,0.0
2015,24066,Destriana,24,7,549,6000.0,7000.0,12.75,227267.75,413.96
2015,42075,Dévanos,42,7,92,0.0,2175.0,23.64,93134.28,1012.33
2015,42076,Deza,42,7,242,0.0,500.0,2.07,300000.0,1239.67
2015,31080,Dicastillo,31,15,637,138000.0,,,0.0,0.0
2015,5903,Diego del Carpio,5,7,161,0.0,,,216250.0,1343.17
2015,18067,Diezma,18,1,780,27000.0,13880.0,17.79,744864.0,954.95
2015,18068,Dílar,18,1,1838,184000.0,33900.88,18.44,1274589.06,693.46
2015,48026,Dima,48,16,1424,886000.0,,,0.0,0.0
2015,37115,Dios le Guarde,37,7,141,23000.0,4704.08,33.36,85143.0,603.85
2015,15033,Dodro,15,12,2882,490000.0,60436.98,20.97,1560041.12,541.31
2015,18069,Dólar,18,1,621,15000.0,17512.82,28.2,1110191.0,1787.75
2015,3064,Dolores,3,10,7246,2864000.0,903061.31,124.63,3846630.79,530.87
2015,46114,Domeño,46,10,718,0.0,,,524587.28,730.61
2015,40068,Domingo García,40,7,28,0.0,,,86960.0,3105.71
2015,45058,Domingo Pérez,45,8,461,371000.0,55200.0,119.74,328421.0,712.4
2015,6043,Don Álvaro,6,11,781,0.0,,,593683.67,760.16
2015,6044,Don Benito,6,11,36971,8154000.0,1350093.0,36.52,22841671.0,617.83
2015,14022,Doña Mencía,14,1,4882,1547000.0,195682.16,40.08,3204054.15,656.29
2015,31081,Donamaria,31,15,443,0.0,,,0.0,0.0
2015,31221,Doneztebe/Santesteban,31,15,1658,672000.0,,,0.0,0.0
2015,40069,Donhierro,40,7,102,0.0,,,131400.0,1288.24
2015,37116,Doñinos de Ledesma,37,7,72,22000.0,,,0.0,0.0
2015,37117,Doñinos de Salamanca,37,7,1952,0.0,,,1306116.25,669.12
2015,5069,Donjimeno,5,7,82,0.0,,,95728.0,1167.42
2015,20069,Donostia/San Sebastián,20,16,186095,81332000.0,15688719.83,84.3,275653448.57,1481.25
2015,5070,Donvidas,5,7,37,0.0,4937.41,133.44,44964.0,1215.24
2015,46115,Dos Aguas,46,10,443,0.0,,,606750.0,1369.64
2015,41038,Dos Hermanas,41,1,131317,3922000.0,2563201.0,19.52,89100000.0,678.5
2015,14023,Dos Torres,14,1,2457,712000.0,158500.0,64.51,2408816.0,980.39
2015,45059,Dosbarrios,45,8,2255,489000.0,,,0.0,0.0
2015,8075,Dosrius,8,9,5215,1018000.0,423946.0,81.29,5604998.0,1074.78
2015,36016,Dozón,36,12,1174,175000.0,42000.0,35.78,736391.0,627.26
2015,19107,Driebes,19,8,375,0.0,,,315797.44,842.12
2015,18070,Dúdar,18,1,348,136000.0,95800.0,275.29,428000.0,1229.89
2015,34069,Dueñas,34,7,2741,695000.0,192180.0,70.11,3020150.0,1101.83
2015,43053,Duesaigües,43,9,236,167000.0,18643.0,79.0,491881.81,2084.24
2015,15034,Dumbría,15,12,3077,0.0,,,3990000.0,1296.72
2015,48027,Durango,48,16,28899,0.0,,,0.0,0.0
2015,18071,Dúrcal,18,1,7123,4201000.0,458700.0,64.4,5131338.0,720.39
2015,19108,Durón,19,8,129,25000.0,,,0.0,0.0
2015,40070,Duruelo,40,7,181,0.0,,,636200.0,3514.91
2015,42078,Duruelo de la Sierra,42,7,1175,893000.0,,,0.0,0.0
2015,48028,Ea,48,16,844,72000.0,,,0.0,0.0
2015,31083,Echarri,31,15,78,0.0,,,0.0,0.0
2015,41039,Écija,41,1,40320,49141000.0,4691525.0,116.36,33420541.04,828.88
2015,20030,Eibar,20,16,27414,4197000.0,,,0.0,0.0
2015,7026,Eivissa,7,4,49975,19450000.0,3813168.89,76.3,50000000.0,1000.5
2015,50095,Ejea de los Caballeros,50,2,16754,3896000.0,734951.28,43.87,18037479.53,1076.62
2015,37118,Ejeme,37,7,137,0.0,,,100097.27,730.64
2015,4902,"Ejido, El",4,1,85961,173463000.0,14410877.42,167.64,76022297.63,884.36
2015,44096,Ejulve,44,2,200,106000.0,,,0.0,0.0
2015,48031,Elantxobe,48,16,384,0.0,,,0.0,0.0
2015,1021,Elburgo/Burgelu,1,16,608,0.0,,,0.0,0.0
2015,2030,Elche de la Sierra,2,8,3761,1165000.0,531878.3,141.42,4060000.0,1079.51
2015,3065,Elche/Elx,3,10,227312,117244000.0,22353318.82,98.34,156072628.76,686.59
2015,1022,Elciego,1,16,1051,102000.0,,,0.0,0.0
2015,3066,Elda,3,10,53248,6497000.0,3192228.89,59.95,37793943.41,709.77
2015,20031,Elduain,20,16,244,33000.0,,,0.0,0.0
2015,20033,Elgeta,20,16,1116,626000.0,,,0.0,0.0
2015,20032,Elgoibar,20,16,11589,144000.0,,,0.0,0.0
2015,31087,Elgorriaga,31,15,219,27000.0,,,0.0,0.0
2015,46116,"Eliana, l'",46,10,17436,0.0,212483.0,12.19,12727767.0,729.97
2015,10072,Eljas,10,11,941,0.0,,,858504.0,912.33
2015,48032,Elorrio,48,16,7271,1554000.0,,,0.0,0.0
2015,1023,Elvillar/Bilar,1,16,353,183000.0,,,0.0,0.0
2015,19109,Embid,19,8,44,0.0,,,0.0,0.0
2015,50096,Embid de Ariza,50,2,47,1000.0,3000.0,63.83,139845.25,2975.43
2015,46117,Emperador,46,10,687,0.0,6025.0,8.77,252269.35,367.21
2015,37120,Encina de San Silvestre,37,7,110,12000.0,,,0.0,0.0
2015,37119,"Encina, La",37,7,117,0.0,,,0.0,0.0
2015,50098,Encinacorba,50,2,222,213000.0,2100.0,9.46,288850.0,1301.12
2015,40071,Encinas,40,7,50,0.0,,,0.0,0.0
2015,37121,Encinas de Abajo,37,7,666,61000.0,12600.0,18.92,335246.93,503.37
2015,37122,Encinas de Arriba,37,7,248,0.0,,,105308.95,424.64
2015,47060,Encinas de Esgueva,47,7,279,0.0,,,170340.0,610.53
2015,14024,Encinas Reales,14,1,2343,1018000.0,,,0.0,0.0
2015,21031,Encinasola,21,1,1326,1649000.0,,,0.0,0.0
2015,37123,Encinasola de los Comendadores,37,7,194,0.0,,,144160.94,743.1
2015,24067,Encinedo,24,7,797,0.0,24000.0,30.11,581500.0,729.6
2015,40072,Encinillas,40,7,250,0.0,7465.46,29.86,150294.36,601.18
2015,9120,Encío,9,7,46,0.0,,,0.0,0.0
2015,26058,Enciso,26,17,166,0.0,,,403920.0,2433.25
2015,37124,Endrinal,37,7,238,77000.0,23500.0,98.74,246210.0,1034.49
2015,31089,Enériz/Eneritz,31,15,322,525000.0,54038.0,167.82,266689.0,828.22
2015,46118,Enguera,46,10,5083,3276000.0,,,0.0,0.0
2015,16082,Enguídanos,16,8,345,18000.0,,,0.0,0.0
2015,4041,Enix,4,1,437,85000.0,24600.0,56.29,555753.51,1271.75
2015,46119,"Ènova, l'",46,10,941,1503000.0,,,0.0,0.0
2015,49061,Entrala,49,7,165,0.0,,,0.0,0.0
2015,39028,Entrambasaguas,39,6,4931,0.0,8000.0,1.62,3200000.0,648.95
2015,26059,Entrena,26,17,1489,907000.0,75500.0,50.71,1225900.0,823.32
2015,32030,Entrimo,32,12,1251,195000.0,38500.0,30.78,964000.0,770.6
2015,6045,Entrín Bajo,6,11,562,0.0,,,284246.22,505.78
2015,50099,Épila,50,2,4545,2283000.0,453077.32,99.69,3398374.81,747.73
2015,48902,Erandio,48,16,24234,0.0,,,0.0,0.0
2015,31090,Eratsun,31,15,150,0.0,,,0.0,0.0
2015,24068,"Ercina, La",24,7,490,81000.0,17949.34,36.63,293689.0,599.36
2015,48033,Ereño,48,16,252,0.0,,,0.0,0.0
2015,31091,Ergoiena,31,15,397,0.0,,,266250.0,670.66
2015,50100,Erla,50,2,371,0.0,,,509500.0,1373.31
2015,48034,Ermua,48,16,16048,430000.0,,,0.0,0.0
2015,20067,Errenteria,20,16,39276,13550000.0,,,0.0,0.0
2015,20066,Errezil,20,16,593,433000.0,,,0.0,0.0
2015,1046,Erriberagoitia/Ribera Alta,1,16,773,0.0,,,0.0,0.0
2015,48079,Errigoiti,48,16,507,600000.0,,,0.0,0.0
2015,31092,Erro,31,15,792,0.0,,,0.0,0.0
2015,45060,Erustes,45,8,225,0.0,,,212814.73,945.84
2015,21032,Escacena del Campo,21,1,2095,1532000.0,92897.72,44.34,1511300.0,721.38
2015,17062,"Escala, L'",17,9,10276,7087000.0,1599982.0,155.7,18575696.0,1807.68
2015,39029,Escalante,39,6,758,426000.0,29000.0,38.26,722700.0,953.43
2015,45061,Escalona,45,8,3306,346000.0,270573.45,81.84,4293741.47,1298.76
2015,40073,Escalona del Prado,40,7,558,86000.0,19500.0,34.95,465864.03,834.89
2015,45062,Escalonilla,45,8,1470,0.0,,,900812.83,612.8
2015,19110,Escamilla,19,8,71,0.0,,,114155.0,1607.82
2015,23031,Escañuela,23,1,953,401000.0,60800.0,63.8,1024083.0,1074.59
2015,40074,Escarabajosa de Cabezas,40,7,327,20000.0,,,0.0,0.0
2015,19111,Escariche,19,8,187,17000.0,5645.0,30.19,151645.0,810.94
2015,50101,Escatrón,50,2,1084,0.0,,,2995000.0,2762.92
2015,24069,Escobar de Campos,24,7,46,0.0,,,24864.0,540.52
2015,40075,Escobar de Polendos,40,7,184,0.0,,,0.0,0.0
2015,42079,Escobosa de Almazán,42,7,28,0.0,,,52100.0,1860.72
2015,19112,Escopete,19,8,62,0.0,,,158839.71,2561.93
2015,7019,Escorca,7,4,236,717000.0,,,0.0,0.0
2015,28054,"Escorial, El",28,13,15342,0.0,265342.54,17.3,12014416.85,783.12
2015,44097,Escorihuela,44,2,158,0.0,500.0,3.16,110000.0,696.2
2015,44099,Escucha,44,2,953,447000.0,,,0.0,0.0
2015,10073,Escurial,10,11,755,0.0,2400.0,3.18,608185.23,805.54
2015,37125,Escurial de la Sierra,37,7,254,0.0,,,121216.54,477.24
2015,18072,Escúzar,18,1,791,625000.0,78625.68,99.4,1166082.54,1474.18
2015,32031,Esgos,32,12,1220,89000.0,20000.0,16.39,935400.0,766.72
2015,47061,Esguevillas de Esgueva,47,7,283,69000.0,14900.0,52.65,297550.0,1051.41
2015,20034,Eskoriatza,20,16,4085,999000.0,,,0.0,0.0
2015,31094,Eslava,31,15,123,0.0,,,0.0,0.0
2015,12057,Eslida,12,10,833,0.0,14870.0,17.85,755330.0,906.76
2015,37126,Espadaña,37,7,36,0.0,,,35110.0,975.28
2015,49062,Espadañedo,49,7,129,0.0,,,194788.0,1509.98
2015,12058,Espadilla,12,10,86,0.0,6700.0,77.91,275100.0,3198.84
2015,6046,Esparragalejo,6,11,1489,0.0,,,669040.0,449.32
2015,6047,Esparragosa de la Serena,6,11,1060,361000.0,85130.0,80.31,820628.0,774.18
2015,6048,Esparragosa de Lares,6,11,972,0.0,,,1081065.75,1112.22
2015,8076,Esparreguera,8,9,21701,5673000.0,1976948.54,91.1,21546716.26,992.89
2015,41040,Espartinas,41,1,14909,4213000.0,930857.11,62.44,7968021.06,534.44
2015,31095,Esparza de Salazar/Espartza Zaraitzu,31,15,87,0.0,,,0.0,0.0
2015,37127,Espeja,37,7,252,0.0,,,0.0,0.0
2015,42080,Espeja de San Marcelino,42,7,173,0.0,,,280800.0,1623.12
2015,14025,Espejo,14,1,3443,2174000.0,289058.16,83.96,2349674.86,682.45
2015,42081,Espejón,42,7,188,0.0,,,157000.0,835.1
2015,23032,Espelúy,23,1,699,373000.0,,,0.0,0.0
2015,11017,Espera,11,1,3915,2023000.0,410000.0,104.73,2109600.0,538.84
2015,14026,Espiel,14,1,2508,785000.0,106363.0,42.41,2466001.0,983.26
2015,40076,"Espinar, El",40,7,9486,1088000.0,430437.39,45.38,7879771.94,830.68
2015,17063,Espinelves,17,9,196,0.0,1950.0,9.95,630000.0,3214.28
2015,37128,Espino de la Orbada,37,7,283,0.0,,,154708.0,546.68
2015,34070,Espinosa de Cerrato,34,7,177,0.0,,,211000.0,1192.09
2015,9122,Espinosa de Cervera,9,7,100,74000.0,,,0.0,0.0
2015,19113,Espinosa de Henares,19,8,696,0.0,,,815000.0,1170.97
2015,5072,Espinosa de los Caballeros,5,7,102,0.0,,,120630.0,1182.66
2015,9124,Espinosa de los Monteros,9,7,1788,1241000.0,236300.0,132.16,2204515.0,1232.95
2015,34071,Espinosa de Villagonzalo,34,7,201,0.0,,,0.0,0.0
2015,9123,Espinosa del Camino,9,7,44,0.0,,,0.0,0.0
2015,45063,Espinoso del Rey,45,8,507,99000.0,18000.0,35.5,548200.0,1081.26
2015,40077,Espirdo,40,7,1107,115000.0,30000.0,27.1,611000.0,551.95
2015,19114,Esplegares,19,8,40,0.0,,,0.0,0.0
2015,25081,"Espluga Calba, L'",25,9,387,340000.0,55300.0,142.89,430969.07,1113.61
2015,43054,"Espluga de Francolí, L'",43,9,3818,1521000.0,373621.65,97.86,4692144.79,1228.96
2015,8077,Esplugues de Llobregat,8,9,45626,18847000.0,3943099.0,86.42,39126619.0,857.55
2015,22099,Esplús,22,2,619,191000.0,,,716516.56,1157.54
2015,17064,Espolla,17,9,415,83000.0,22515.68,54.25,543324.77,1309.21
2015,17065,Esponellà,17,9,444,319000.0,14655.0,33.01,601125.44,1353.89
2015,7020,Esporles,7,4,4922,1685000.0,396000.0,80.46,4128596.05,838.82
2015,25082,Espot,25,9,362,0.0,,,560000.0,1546.96
2015,31096,Espronceda,31,15,114,33000.0,,,0.0,0.0
2015,8078,"Espunyola, L'",8,9,252,0.0,,,347600.0,1379.37
2015,8254,"Esquirol, L'",8,9,2150,770000.0,122500.0,56.98,1616047.5,751.67
2015,45064,Esquivias,45,8,5389,205000.0,44382.0,8.24,2980853.16,553.15
2015,19115,Establés,19,8,29,0.0,,,63156.0,2177.8
2015,22102,Estada,22,2,210,0.0,,,336037.05,1600.17
2015,22103,Estadilla,22,2,819,1624000.0,287972.56,351.61,1932274.47,2359.31
2015,25088,Estamariu,25,9,124,0.0,,,276115.56,2226.74
2015,8079,"Estany, L'",8,9,398,83000.0,50750.98,127.52,532656.4,1338.33
2015,25085,Estaràs,25,9,176,0.0,600.0,3.41,304978.9,1732.84
2015,31097,Estella-Lizarra,31,15,13702,1777000.0,,,0.0,0.0
2015,7021,Estellencs,7,4,336,248000.0,,,0.0,0.0
2015,41041,Estepa,41,1,12716,8257000.0,,,0.0,0.0
2015,42082,Estepa de San Juan,42,7,7,0.0,,,0.0,0.0
2015,9125,Estépar,9,7,664,0.0,2500.0,3.77,771000.0,1161.15
2015,29051,Estepona,29,1,67080,77628000.0,5188524.65,77.35,89181951.43,1329.5
2015,44100,Estercuel,44,2,229,0.0,100.0,0.44,644210.0,2813.15
2015,31098,Esteribar,31,15,2598,0.0,,,0.0,0.0
2015,25086,Esterri d'Àneu,25,9,804,0.0,,,1870000.0,2325.86
2015,25087,Esterri de Cardós,25,9,73,43000.0,1.0,0.01,181766.96,2489.95
2015,46120,Estivella,46,10,1380,910000.0,195825.0,141.9,964937.17,699.23
2015,26060,Estollo,26,17,91,0.0,,,268375.19,2949.18
2015,22105,Estopiñán del Castillo,22,2,147,30000.0,15700.0,106.8,271623.5,1847.78
2015,36017,"Estrada, A",36,12,21025,2634000.0,577652.02,27.47,10859688.25,516.51
2015,45065,"Estrella, La",45,8,260,390000.0,,,0.0,0.0
2015,28055,Estremera,28,13,1350,575000.0,,,0.0,0.0
2015,19116,Estriégana,19,8,21,0.0,,,23050.0,1097.61
2015,46121,Estubeny,46,10,119,75000.0,4692.0,39.43,97103.0,815.99
2015,31099,Etayo,31,15,72,0.0,,,0.0,0.0
2015,31082,Etxalar,31,15,801,150000.0,,,0.0,0.0
2015,31084,Etxarri Aranatz,31,15,2466,538000.0,,,0.0,0.0
2015,31085,Etxauri,31,15,586,0.0,,,0.0,0.0
2015,48029,Etxebarri,48,16,10881,0.0,,,0.0,0.0
2015,48030,Etxebarria,48,16,787,0.0,,,0.0,0.0
2015,31100,Eulate,31,15,303,0.0,,,0.0,0.0
2015,31101,Ezcabarte,31,15,1834,886000.0,,,0.0,0.0
2015,26061,Ezcaray,26,17,2050,165000.0,216200.0,105.46,2825157.73,1378.13
2015,31093,Ezcároz/Ezkaroze,31,15,323,0.0,,,0.0,0.0
2015,20035,Ezkio-Itsaso,20,16,619,0.0,,,0.0,0.0
2015,31102,Ezkurra,31,15,154,0.0,,,0.0,0.0
2015,31103,Ezprogui,31,15,47,0.0,,,0.0,0.0
2015,50102,Fabara,50,2,1227,262000.0,52680.0,42.93,1118745.0,911.76
2015,24070,Fabero,24,7,4818,1978000.0,,,0.0,0.0
2015,3067,Facheca,3,10,103,0.0,,,70000.0,679.6
2015,22106,Fago,22,2,25,0.0,250.0,10.0,155450.0,6218.0
2015,31104,Falces,31,15,2390,2064000.0,,,0.0,0.0
2015,43055,Falset,43,9,2867,2296000.0,268284.95,93.58,2623752.78,915.16
2015,3068,Famorca,3,10,52,0.0,,,52957.64,1018.42
2015,22107,Fanlo,22,2,112,0.0,,,283150.0,2528.13
2015,12059,Fanzara,12,10,314,0.0,10500.0,33.44,263900.0,840.44
2015,17005,"Far d'Empordà, El",17,9,552,55000.0,12000.0,21.74,1177304.51,2132.79
2015,29052,Faraján,29,1,265,0.0,638.39,2.41,369268.94,1393.46
2015,49063,Faramontanos de Tábara,49,7,365,0.0,,,0.0,0.0
2015,49064,Fariza,49,7,570,203000.0,,,0.0,0.0
2015,50104,Farlete,50,2,414,0.0,,,404495.01,977.04
2015,25089,Farrera,25,9,118,0.0,23661.43,200.52,346377.49,2935.41
2015,38012,Fasnia,38,5,2820,0.0,,,2574042.0,912.78
2015,43056,"Fatarella, La",43,9,1028,0.0,,,1966345.14,1912.78
2015,46122,Faura,46,10,3477,692000.0,141800.0,40.78,1926959.51,554.2
2015,46123,Favara,46,10,2461,349000.0,44500.0,18.08,1188969.84,483.12
2015,50105,Fayón,50,2,355,300000.0,40300.0,113.52,868350.0,2446.06
2015,50106,"Fayos, Los",50,2,151,102000.0,,,267700.0,1772.86
2015,43057,"Febró, La",43,9,39,0.0,,,265000.0,6794.88
2015,7022,Felanitx,7,4,17412,3306000.0,1236000.0,70.99,16750000.0,961.98
